index,Sample-type,Status,patient_ID,Methanobacteria,Deinococci,[Chloracidobacteria],Acidobacteria-6,Actinobacteria,Coriobacteriia,Rubrobacteria,Thermoleophilia,0319-6E2,Armatimonadia,[Saprospirae],Bacteroidia,Cytophagia,Flavobacteriia,Sphingobacteriia,Chlamydiia,Anaerolineae,Thermomicrobia,4C0d-2,Chloroplast,Oscillatoriophycideae,Bacilli,Clostridia,Erysipelotrichi,Fusobacteriia,Gemmatimonadetes,BD1-5,Nitrospira,Phycisphaerae,Planctomycetia,Alphaproteobacteria,Betaproteobacteria,Deltaproteobacteria,Epsilonproteobacteria,Gammaproteobacteria,VHS-B5-50,Spirochaetes,Synergistia,Mollicutes,TM7-3,Unknown
OR.POST.02.008.OralRinse,Oral,disease,02008,0,0,0,0,0.0920109823879997,0.0360275899015603,0,0,0,0,0,0.178999531239537,0,0.0414518181209402,0,0,0,0,0,0,0,0.0392419473648965,0.281524141163865,0.00348222058528092,0.110627469363155,0,0,0,0,0,0,0.104064822875511,0,0.0270541753164133,0.0793544498761133,0,0.00488850197549052,0.00107145248777874,0,2.0089734145851e-4,0
OR.POST.02.009.OralRinse,Oral,disease,02009,0,0,0,0,0.0556695390507455,0.0277663794282588,0,0,0,0,0,0.126384899466557,0,0.0510190124469977,0,0,0,0,0,0,0,0.30584051429353,0.114758582957188,0,0.196963479688141,0,0,0,0,0,0,0.0973874982902476,0,0.0214744904937765,0,0,0.00273560388455752,0,0,0,0
OR.POST.02.010.OralRinse,Oral,disease,02010,0,0,0,0,0.131792135941514,0.00750839754989133,0,0,0,0,0,0.111440426793124,0,0.0294408219719423,0,0,0,0,0,0,0,0.163208852005533,0.21339656194428,0.027267338470658,0.123493380754792,0,0,0,0,0,0,0.0778502272278206,0,0,0.111045247974709,0,0.001778304682869,9.8794704603833e-4,0,7.9035763683066e-4,0
OR.POST.02.011.OralRinse,Oral,disease,02011,0,0,0,0,0.0430275767651085,0.0426364169763348,0,0,0,0,0,0.339917856444358,0,0.0291414042636417,0,0,9.7789947193428e-4,0,0,0,0,0.19479757480931,0.202034030901623,0.00567181693721885,0.0434187365538823,0,0,0,0,0,0,0.0185800899667514,0,0.0334441619401526,0.00293369841580286,0,0.0350088010952474,0.00391159788773714,0,0,0.00449833757089771
OR.POST.02.012.OralRinse,Oral,disease,02012,0,0,0,0,0.144298688193744,0.0162229294419002,0,0,0,0,0,0.107583637351549,0,0.0346192656989832,0,0,0,0,0,0,0,0.136536520996662,0.245594970115656,0.00714119382131491,0.0864705425754871,0,0,0,0,0,0,0.0148257393464255,0.00155243343941629,0.0188620662889079,0.00807265388496468,0,0.123496080105565,0.0494450050454087,0.00457967864627804,6.9859504773732e-4,0
OR.POST.02.013.OralRinse,Oral,disease,02013,0,0,0,0,0.0491324362606232,0.0256285410764873,0,0,0,0,0,0.353665014164306,0,0.0129249291784703,0,0,0.00199185552407932,0,0,0,0,0.0593130311614731,0.173512747875354,0.002921388101983,0.100787889518414,0,0,0,0,0,1.770538243626e-4,0.0305860481586402,0.00340828611898017,0.0210251416430595,0.00327549575070822,0,0.127257436260623,0.0267793909348442,0.00252301699716714,0.00411650141643059,9.7379603399433e-4
OR.POST.03.001.OralRinse,Oral,disease,03001,0,0,0,0,0.135650026459693,0.0874933850767331,0,0,0,0,0,0.203386840712648,0,0.0465690597989063,0,0,0,0,0,0,0,0.0717939671899806,0.182748280119951,0.00264596930675604,0.153289821838067,0,0.0063503263362145,0,0,0,0,0.0462162638913389,0,0.0107602751808079,0.0315752337272888,0,0.00423355089080967,0.00370435702945846,0,0.00652672428999824,0.00705591815134944
OR.POST.03.002.OralRinse,Oral,disease,03002,0,0,0,0,0.182956381260097,0,0,0,0,0,0,0.27827140549273,0,0.012924071082391,0,0,0,0,0,0,0,0.018578352180937,0.340872374798061,0.0403877221324717,0.0731017770597738,0,0,0,0,0,0,0.00121163166397415,0,0,0.024232633279483,0,0,0,0,0.0181744749596123,0.0092891760904685
POST.01.001.BAL,BAL,disease,01001,0,0,0,0,0.0444008559201141,0.0303138373751783,0,0,0,0,0,0.227353780313837,0,0.0251426533523538,0,0,0,0,0,0,0,0.139800285306705,0.174572039942939,0.0707917261055635,0.0212196861626248,0,0,0,0,0,0.0131954350927247,0.0140870185449358,0.00677603423680457,0.0238944365192582,0.145684736091298,0,0,0,0.0538516405135521,0.00891583452211127,0
POST.01.003a.BAL,BAL,disease,01003,0,0,0,0,0.120837808807734,0.0389366272824919,0,0,0,0,0,0.0209452201933405,0,0.0131578947368421,0,0,0,0,0,0,0,0.267454350161117,0.270139634801289,0.0217508055853921,0.0128893662728249,0,0,0,0,0,0.041890440386681,0.011546723952739,0.0136949516648765,0,0.164607948442535,0,0,0,0.00214822771213749,0,0
POST.01.004a.BAL,BAL,disease,01004,0,0.0713139857080356,0.0148753099022896,0,0.392372757765787,0.00211462738807058,0,0,0,0,0,0.0220212921102523,0.00298964561761703,0.0100627096397842,0.00364590928977687,0,0,0.00794808225171358,0,0.0225317194108211,0,0.0966165961790871,0.0579699577074522,0.00342715473239026,0.0245734286130961,0,0,0,0,0,0.0473968207670993,0.0480530844392592,0.00298964561761703,0.00240630013125273,0.151378153711536,0,0,0.0153128190170629,0,0,0
POST.01.005.BAL,BAL,disease,01005,0,0,0,0,0,0.0032994923857868,0,0,0,0,0,0.176395939086294,0,0.0101522842639594,0,0,0,0,0,0,0,0.05,0.441116751269036,0.0487309644670051,0.149746192893401,0,0,0,0,0,0,0,0,0,0,0,0.0903553299492386,0.00761421319796954,0.00456852791878173,0.0180203045685279,0
POST.01.006.BAL,BAL,disease,01006,0,0,0,0,0.0679816836914406,0,0,0,0,0,0,0.0616414230362804,0,0.109545614653047,0,0,0,0,0,0,0,0.376893272278971,0.210285311729482,0.0095103909827404,0.0123282846072561,0,0,0,0,0,0,0.0243043325114477,0,0.00880591757661148,0.110954561465305,0,0,0,0,0.00774920746741811,0
POST.01.007b.BAL,BAL,disease,01007,0,0,0,0,0.0650294015911449,0,0,0,0,0,0,0.178484953303355,0,0.0473884469041854,0,0,0,0,0,0,0,0,0.130750605326877,0.013836042891733,0.206502940159114,0,0,0,0,0,0,0.0217917675544794,0,0.188170183327568,0.0764441369768246,0,0,0,0,0,0.0716015219647181
POST.01.009.BAL,BAL,disease,01009,0,0,0,0,0.214692482915718,0,0,0,0,0,0,0.0626423690205011,0,0.00398633257403189,0,0,0,0,0,0,0,0.0444191343963554,0.203872437357631,0,0.0108200455580866,0,0,0,0,0,0.0244874715261959,0.0182232346241458,0.0142369020501139,0.00341685649202733,0.399202733485194,0,0,0,0,0,0
POST.01.010.BAL,BAL,disease,01010,0,0,0,0,0,0.0123042505592841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469798657718121,0.214765100671141,0.0693512304250559,0.202460850111857,0,0,0,0,0,0,0.0313199105145414,0,0,0,0,0,0,0,0,0
POST.01.011.BAL,BAL,disease,01011,0,0,0.00297879796740845,0,0.149290345190117,0,0,0,0.00595759593481689,0,0.00262835114771333,0.0121780269844051,0,0.01971263360785,0.0136674259681093,0,0,0,0.014193096197652,0.0598387944629402,0,0.213334501489399,0.0984755563343263,0,0,0,0,0.0427545120028036,0,0.00341685649202733,0.0807779919397232,0.100578237252497,0.0167338356404416,0.00403013842649378,0.159453302961276,0,0,0,0,0,0
POST.01.013a.BAL,BAL,disease,01013,0,0,0,0,0.0317047817047817,0.00363825363825364,0,0,0,0,0,0.247401247401247,0,0.0116943866943867,0,0,0.00233887733887734,0,0,0,0,0.0392411642411642,0.401507276507277,0.0145530145530146,0.0106548856548857,0,0,0,0,0,0,0,0,0.00831600831600832,0.00103950103950104,0,0.196465696465696,0.0150727650727651,7.7962577962578e-4,0.0155925155925156,0
POST.02.001.BAL,BAL,disease,02001,0,0,0,0,0.0432795698924731,0.0854838709677419,0,0,0,0,0,0.0663978494623656,0,0,0,0,0,0,0,0,0,0.40752688172043,0.26747311827957,5.3763440860215e-4,0.0153225806451613,0,0,0,0,0,0,0,0.00806451612903226,0.00456989247311828,0.0198924731182796,0,0.00564516129032258,0.0758064516129032,0,0,0
POST.02.002.BAL,BAL,disease,02002,0,0,0,0,0.108000933053417,0,0,0,0,0,0,0.138791695824586,0,0.0111966410076977,0,0,0.00513179379519477,0,0,0.00209937018894332,0,0.0156286447399114,0.515745276417075,0.0296244459995335,0.0487520410543504,0,0,0,0,0,0.013296011196641,0,0.00303242360625146,0.026358759038955,0.0275250758105902,0,0.0298577093538605,0,0.00186610683461628,0.0230930720783765,0
POST.02.003.BAL,BAL,disease,02003,0,0,0,0,0.0438435538387253,4.8285852245292e-4,0,0,0,0,0,0.222404635441816,0,0.0403669724770642,0.00164171897633993,0,0,0,0,0,0,0.0795750845002414,0.294543698696282,0.00521487204249155,0.158184451955577,0,0,0,0,0,0.0219217769193626,0.0141960405601159,0.00135200386286818,0.0156446161274746,0.0568807339449541,0,0.0128440366972477,0.0225977788507967,2.8971511347175e-4,0.00144857556735876,0.00656687590535973
POST.02.004.BAL,BAL,disease,02004,0,0.0011441647597254,0,0,0.0504576659038902,0,0,0,0,0,0,0.0350114416475973,0,0.0681922196796339,0,0,0,0,0,0,0,0.0908466819221968,0.259610983981693,0,0.415102974828375,0,0,0,0,0,0.00274599542334096,8.0091533180778e-4,0.00675057208237986,0.00881006864988558,0.0605263157894737,0,0,0,0,0,0
POST.02.005.BAL,BAL,disease,02005,0,0.00140230601433468,0,0,0.0995637270177625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44297288875039,0.0426924275475226,0,0,0,0,0,0,0,0.087722031785603,0.00638828295419134,0.0176067310688688,0,0.301651604861328,0,0,0,0,0,0
POST.02.006.BAL,BAL,disease,02006,0,0,0,0,0.0159438775510204,0.00972576530612245,0,0,0,0,0,0.201690051020408,0,0.00175382653061224,0,0,0,0,0,0,0,0.0315688775510204,0.400510204081633,0.0696747448979592,0.0990114795918367,0,0,0,0,0,6.3775510204081e-4,0,0,0.00542091836734694,3.188775510204e-4,0,0.124362244897959,0.0331632653061225,0.00621811224489796,0,0
POST.02.007.BAL,BAL,disease,02007,0,0,0,0,0.0622427136505846,0.0528569076239091,0,0,0,0,0,0.147208957681541,0,0.0209122344804874,0,0,0,0,0,0,0,0.157582743289972,0.359459904495307,0.0139963774082002,0.0681705911411164,0,0,0,0,0,0.0065865305450354,0.00922114276304956,0.00263461221801416,0.0148196937263297,0.0349086118886876,0,0.0107031121356825,0.0347439486250617,0.00395191832702124,0,0
POST.02.008.BAL,BAL,disease,02008,0,0,0,0,0.0726573568103623,0.00404776361060514,0,0,0,0,0,0.044120623355596,0,0.0042501517911354,0,0,0,0,0,0,0,0.0137623962760575,0.652297105849018,0.0469540578830196,0.115158874721716,0,0,0,0,0,0.0042501517911354,0,0,0.00263104634689334,0.0285367334547662,0,0,0.0014167172637118,0,0.0099170208459826,0
POST.02.009.BAL,BAL,disease,02009,0,0.0011177347242921,0,0,0.131520119225037,0,0,0,0,0,0,0.116803278688525,0,0,0,0,0,0,0,0,0,0.432749627421759,0.0434053651266766,0.00130402384500745,0,0,0,0,0,0,0.0283159463487332,0.0283159463487332,0.014344262295082,0,0.202123695976155,0,0,0,0,0,0
POST.02.010.BAL,BAL,disease,02010,0,0,0,0,0.14188000781708,0,0,0,0,0,0,0.0498338870431894,0,0.0189564197772132,0,0,0,0.00214969708813758,0,0,0,0.326167676372875,0.0490521790111393,0.00410396716826265,0.012702755520813,0,0,0,0,0,0.0822747703732656,0.00488567520031268,0.0316591752980262,0.00566738323236271,0.270666406097323,0,0,0,0,0,0
POST.02.011.BAL,BAL,disease,02011,0,0,0,0,0.0327102803738318,0.0369158878504673,0,0,0,0,0,0.223831775700935,0,0.00794392523364486,0,0,0.0233644859813084,0,0,0,0,0.135981308411215,0.292056074766355,0.0014018691588785,0.0439252336448598,0,0,0,0,0,0.00607476635514019,0.00327102803738318,0,0.00420560747663551,0.0532710280373832,0,0.0626168224299065,0.058411214953271,0.00186915887850467,0,0.0121495327102804
POST.02.012.BAL,BAL,disease,02012,0,0,0,0,0.106445672191529,0.0263351749539595,0,0,0,0,0,0.110128913443831,0,0.00920810313075506,0,0,0,0,0,0,0,0.00810313075506446,0.433149171270718,0.0121546961325967,0.152117863720074,0,0,0,0,0,0,0.00386740331491713,0.00128913443830571,0.00165745856353591,0.00865561694290976,0,0.0449355432780847,0.0721915285451197,0.00497237569060773,0.00478821362799263,0
POST.02.013.BAL,BAL,disease,02013,0,0,0,0,0.0526002381897578,0.0267963477570464,0,0,0,0,0,0.249503771337832,0,0.0017864231838031,0,0,0,0,0,0,0,0.0512107979356888,0.475387058356491,0.0385073441842001,3.9698292973402e-4,0,0,0,0,0,0.00337435490273918,0.00635172687574434,0.0055577610162763,0.00476379515680826,0.00793965859468043,0,0.0510123064708218,0.0119094878920206,0.00238189757840413,0.0105200476379516,0
POST.03.001.BAL,BAL,disease,03001,0,0,0,0,0.0210249671484888,0.00525624178712221,0,0,0,0,0,0.0888304862023653,0,0.00657030223390276,0,0,0,0,0,0,0,0.0409986859395532,0.780814717477004,0.0155059132720105,0.00867279894875164,0,0,0,0,0,0,0,5.2562417871222e-4,0.00341655716162943,0.00473061760840999,0,0.01419185282523,0.00630749014454665,0.00315374507227332,0,0
POST.03.002.BAL,BAL,disease,03002,0,0,0,0,0.0912851627137341,0.00937672366243795,0,0,0,0,0,0.284611141753999,0,0,0,0,0,0,0,0,0,0.0126861555432984,0.436293436293436,0.0612244897959184,0.0416436845008274,0,0,0,0,0,0.0107556536127965,0.00358521787093216,0.00303364589078875,0,0.0206839492553778,0,0,0,0,0.0228902371759515,0.00193050193050193
POST.04.001.BAL,BAL,disease,04001,0,0,0,0,0.0248437738149672,0.0740740740740741,0,0,0,0,0,0.190672153635117,0,0.00624904740131078,0,0,0,0,0,0,0,0.00670629477213839,0.311690291114159,0.00411522633744856,0.257735101356501,0,0.00182898948331047,0,0,0,0,0.00670629477213839,0,0.0123456790123457,0.0568510897729005,0,0.0016765736930346,0.0016765736930346,0,0.00640146319158665,0.0364273738759335
POST.04.002.BAL,BAL,disease,04002,0,0,0,0,0.277529286474973,0,0,0,0,0,0,0.212779552715655,0,0.0236421725239617,0,0,0,0,0,0,0,0.0792332268370607,0.140149094781683,0.00873269435569755,0.0195953141640043,0,0,0,0,0,0,0.0685835995740149,0,0.0153354632587859,0.0247071352502662,0,0.0283280085197018,0.0225772097976571,0.00234291799787007,0.00319488817891374,0.0732694355697551
POST.04.003.BAL,BAL,disease,04003,0.00896860986547085,0.00416399743754004,0,0,0.0739910313901345,0.0100896860986547,0,0,0,0,0,0.0544522741832159,0,0.0366752081998719,0,0,0,0,0,0,0,0.342568866111467,0.155829596412556,0.00576553491351698,0.0200192184497117,0,0,0,0,0,0.0280269058295964,0.0347533632286996,0.00496476617552851,0.00384368994234465,0.188500960922486,0,0.00128122998078155,0.017777065983344,0,0.00176169122357463,0.00656630365150544
POST.04.004.BAL,BAL,disease,04004,0,0,0,0,0.0949796472184532,0,0,0,0,0,0,0.0312075983717775,0,0.0610583446404342,0,0,0,0,0,0,0,0.172320217096337,0.211668928086839,0,0.0447761194029851,0,0,0,0,0,0.0312075983717775,0.033921302578019,0.00271370420624152,0,0.297150610583446,0,0,0.00949796472184532,0,0.00949796472184532,0
POST.04.005.BAL,BAL,disease,04005,0,0.00892857142857143,0,0,0.167410714285714,0,0,0,0,0,0,0.078125,0,0,0,0,0,0,0,0,0,0.0825892857142857,0.245535714285714,0,0.109375,0,0,0,0,0,0.0111607142857143,0,0.00669642857142857,0.00892857142857143,0.265625,0,0,0,0,0.015625,0
RC1.ReagentControl,Reagent,control,1,0,0,0,0,0.0673181324647123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338219326818675,0,0,0,0,0,0,0,0,0.0846905537459283,0,0.0304017372421281,0,0.479370249728556,0,0,0,0,0,0
RC10.ReagentControl,Reagent,control,10,0,0,0,0,0.0957788200444335,0,0,0,0,0,0,0.0582572204393977,0,0,0,0,0,0,0,0,0,0.197728955813379,0.362873364601333,0,0,0,0,0,0,0,0.0271537891878549,0.0338188101703283,0.00617131572451247,0,0.218217724018761,0,0,0,0,0,0
RC2.ReagentControl,Reagent,control,2,0,0,0,0,0.115930802995094,0,0,0,0,0,0,0,0,0,0.0353730957913762,0,0,0,0,0,0,0.356312935708753,0,0,0,0,0,0,0,0,0.0880454428091918,0.0614510715207849,0.040278853601859,0,0.302607797572941,0,0,0,0,0,0
RC3.ReagentControl,Reagent,control,3,0,0,0,0,0.159414396095974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558763725091501,0,0,0,0,0,0,0,0,0.0178934526230175,0,0,0,0.247254981699878,0,0,0,0,0,0.0166734444896299
RC4.ReagentControl,Reagent,control,4,0,0,0,0,0.120667847204655,0,0,0,0,0,0,0.0199848216544397,0,0.0242853528965343,0.00556539337212244,0,0,0,0,0,0,0.385529977232482,0.065772830761447,0,0.00935997976220592,0,0,0,0,0,0.126992157854794,0.00910700733620035,0,0,0.229951935239059,0,0,0,0,0,0.00278269668606122
RC5.ReagentControl,Reagent,control,5,0,0,0,0,0.126026885735624,0,0,0,0,0,0.0246452576549664,0,0,0,0.0203510082150859,0,0,0,0,0.0106422703510082,0,0.33252427184466,0.00130694548170276,0,0,0,0,0,0,0,0.190253920836445,0.0457430918595967,0,0,0.248506348020911,0,0,0,0,0,0
RC6.ReagentControl,Reagent,control,6,0,0,0,0,0.0308752232712427,0.00178616994131156,0,0.0102066853789232,0,0,0,0.089563664200051,0,0.00357233988262312,0,0,0,0,0,0,0,0.101556519520286,0.118397550395509,0,2.5516713447308e-4,0,0,0,0,0,0.238070936463384,0.322020923705027,0,0,0.0500127583567237,0,0.0142893595304925,0.0181168665475887,0,0.0012758356723654,0
RC7.ReagentControl,Reagent,control,7,0,0,0,0,0.216619092927371,0,0,0,0,0,0.0282270853155725,0,0,0.0142721217887726,0,0,0,0,0,0,0,0.261338407865525,0,0,0,0,0,0,0,0,0.0659689184903267,0.025372660957818,0.129400570884872,0,0.258801141769743,0,0,0,0,0,0
RC8.ReagentControl,Reagent,control,8,0,0,0,0,0.18595450049456,0,0,0,0,0,0,0,0,0.0187932739861523,0,0,0,0,0,0,0,0.154302670623145,0,0,0,0,0,0,0,0,0.0316518298714144,0,0.120672601384768,0,0.48862512363996,0,0,0,0,0,0
RC9.ReagentControl,Reagent,control,9,0,0,0,0,0.178485576923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388020833333333,0,0,0,0,0,0,0,0,0.104567307692308,0,0.0637019230769231,0,0.265224358974359,0,0,0,0,0,0
