sample-id,Level1,Sequencing run,Diagnosis,Truepera,Actinomyces,N09,Varibaculum,Brevibacterium,Corynebacterium,Brachybacterium,Dietzia,Gordonia,Janibacter,Salinibacterium,Micrococcus,Rothia,Mycobacterium,Nocardioides,Promicromonospora,Propionibacterium,Pseudonocardia,Sanguibacter,Collinsella,Rubrobacter,Solirubrobacter,Flavisolibacter,[Prevotella],Porphyromonas,Prevotella,Hymenobacter,Cloacibacterium,Capnocytophaga,Flavobacterium,Pedobacter,Sphingobacterium,Exiguobacterium,Bacillus,Staphylococcus,Gemella,Granulicatella,Streptococcus,Anaerococcus,Finegoldia,Peptoniphilus,Blautia,Catonella,Oribacterium,Selenomonas,Veillonella,Fusobacterium,Leptotrichia,Gemmatimonas,Mycoplana,Phenylobacterium,Bradyrhizobium,Devosia,Methylobacterium,Agrobacterium,Novosphingobium,Sphingomonas,Lautropia,Aquabacterium,Limnohabitans,Methylibium,Paucibacter,Variovorax,Janthinobacterium,Kingella,Neisseria,Rheinheimera,Klebsiella,Chromohalobacter,Halomonas,Actinobacillus,Haemophilus,Acinetobacter,Alkanindiges,Enhydrobacter,Moraxella,Pseudomonas,Vibrio,Pseudoxanthomonas,Akkermansia,Unknown
ILDCON.1047.BAL,Control,MSQ104,healthy,0,0,0,0,0,0.0637450199203187,0,0,0,0,0.051792828685259,0,0.0345285524568393,0.0305444887118194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172642762284197,0,0,0,0,0,0,0,0,0,0,0,0.0278884462151394,0.0889774236387782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411686586985392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132802124833997,0,0,0.0225763612217795,0,0.0159362549800797,0.592297476759628
ILDCON.1048.BAL,Control,MSQ104,healthy,0,0,0,0,0,0.0558339298496779,0,0,0,0,0.0658554044380816,0,0,0.0465282748747316,0,0,0,0,0,0,0,0,0,0,0.00930565497494631,0,0,0.0114531138153185,0,0,0.00930565497494631,0,0,0,0.00644237652111668,0,0,0,0,0,0.0100214745884037,0,0.0465282748747316,0,0,0,0,0,0,0,0,0.0200429491768074,0,0,0,0,0.0264853256979241,0,0,0,0.0529706513958482,0,0,0,0,0,0,0,0,0,0,0,0.0150322118826056,0,0,0,0.0336435218324982,0.0114531138153185,0,0,0.579098067287044
ILDCON.1049.BAL,Control,MSQ104,healthy,0,0,0,0,0,0,0,0,0,0,0.0164948453608247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041237113402061903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17319587628866,0.177319587628866,0,0.397938144329897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0,0.0164948453608247,0.167010309278351
ILDCON.1050.BAL,Control,MSQ104,healthy,0,0.0174966352624495,0,0,0,0.0131224764468371,0,0,0,0.00269179004037685,0.00672947510094213,0,0.00572005383580081,0.00437415881561238,0,0,0,0,0,0,0,0,0,0,0,0.452557200538358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028600269179004,0.111372812920592,0,0.229811574697174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00874831763122476,0,0,0,0,0,0,0,0,0,0,0,0.00841184387617766,0,0,0,0,0.0639300134589502,0,0,0.0464333781965007
ILDCON.1051.BAL,Control,MSQ104,healthy,0,0.533222591362126,0,0,0,0.0980066445182724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0.00664451827242525,0,0.0747508305647841,0,0,0,0,0,0,0,0,0.0863787375415282,0,0,0,0,0,0,0,0,0.0199335548172757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282392026578073,0,0,0.119601328903654
ILDCON.1052.BAL,Control,MSQ104,healthy,0,0,0,0,0,0.00679245283018868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452830188679245,0,0,0,0,0,0,0,0,0,0,0,0.230943396226415,0.206037735849057,0,0.44377358490566,0.0513207547169811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226415094339623,0,0,0.0339622641509434
ILDCON.1053.BAL,Control,MSQ104,healthy,0,0.0926672038678485,0,0,0,0.0096696212731668,0,0,0,0,0,0,0.0064464141821112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797743755036261,0,0,0,0,0.0475423045930701,0.186946011281225,0,0,0.183722804190169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393231265108783
ILDCON.1054.BAL,Control,MSQ104,healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160142348754448,0.395017793594306,0,0,0.183274021352313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711743772241993,0.254448398576512
BRU.00011,Negative,MSQ81,Negative,0,0,0,0,0,0.062664907651715,0,0,0,0.0349604221635884,0.195250659630607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389182058047493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106860158311346,0,0,0,0,0,0,0,0,0.149076517150396,0,0,0,0,0,0,0,0,0,0,0,0.224274406332454,0,0,0,0,0,0,0,0.187994722955145
BRU.00012,Negative,MSQ81,Negative,0,0,0,0,0,0.111500701262272,0,0,0,0,0.392706872370266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140953716690042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354838709677419
RC1.ReagentControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530888030888031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585907335907336,0,0,0.0530888030888031,0,0,0,0,0,0,0,0.307915057915058
RC2.ReagentControl,Negative,MSQ139,Negative,0,0,0,0,0,0.069817866435386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607111882046834,0,0,0,0,0,0,0,0,0,0,0,0.00563746747614918,0,0,0,0,0.0702515177797051,0,0,0,0,0.0637467476149176,0,0,0.0589765828274068,0,0,0,0,0,0,0,0,0,0.2398091934085,0,0,0.105810928013877,0,0,0,0,0,0,0,0.379878577623591
RC3.ReagentControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0.0617059891107078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371143375680581,0,0,0.0671506352087114,0,0,0,0.043557168784029,0,0,0,0.456442831215971
RC4.ReagentControl,Negative,MSQ139,Negative,0,0.0284552845528455,0,0,0,0,0,0,0,0.00587172538392051,0,0.0140018066847335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014453477868112,0,0.0822041553748871,0,0,0,0,0,0,0,0.248419150858175,0,0,0,0,0,0.0212285456187895,0,0,0,0,0.140469738030714,0,0,0,0,0,0,0,0,0,0,0,0.004516711833785,0.279132791327913,0,0,0.0641373080397471,0,0,0,0,0,0,0,0.0971093044263776
RC5.ReagentControl,Negative,MSQ139,Negative,0,0,0.0452094566569888,0,0,0.00871007880547491,0,0,0,0,0,0,0,0.0037328909166321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024885939444214,0,0,0,0,0.0779759435918706,0,0,0,0,0.248029863127333,0,0,0,0,0.00995437577768561,0,0,0,0,0,0,0,0.346744089589382,0,0,0,0,0,0.0116134384072999,0.0049771878888428,0,0,0,0.240564081294069
RC6.ReagentControl,Negative,MSQ139,Negative,0,0.0957575757575758,0,0,0,0.0125252525252525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121212121212121,0.0181818181818182,0,0,0,0,0,0.0872727272727273,0,0,0,0,0,0.134141414141414,0,0,0,0,0,0,0,0,0.0218181818181818,0,0,0,0,0,0,0,0,0.016969696969697,0,0.00929292929292929,0.00242424242424242,0,0,0,0.00282828282828283,0,0,0,0.582222222222222
RC7.ReagentControl,Negative,MSQ139,Negative,0,0,0,0,0,0.103792415169661,0,0,0,0,0,0,0,0,0,0.0133067198935462,0,0,0,0,0,0,0,0,0,0,0,0.029940119760479,0,0,0,0,0,0,0,0,0,0.0199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326014637391883,0,0,0.00731869594145043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137059214903526,0,0,0.245508982035928,0,0,0,0,0,0,0,0.410512308715902
RC8.ReagentControl,Negative,MSQ139,Negative,0,0,0,0,0,0.116966580976864,0,0,0,0,0,0.0334190231362468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244215938303342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411311053984576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190231362467866,0,0,0.127249357326478,0,0,0,0,0,0,0,0.466580976863753
RC9.ReagentControl,Negative,MSQ139,Negative,0,0,0,0,0,0.0495199595755432,0,0,0,0,0,0.0960080848913593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843860535624052,0,0,0,0,0.0586154623547246,0,0,0,0,0,0,0,0,0,0,0,0,0.242041435068216,0,0,0.0277918140474987,0,0,0,0,0,0,0,0.441637190500253
RC10.ReagentControl,Negative,MSQ139,Negative,0,0,0,0,0,0.115134633240483,0,0,0,0,0,0.0241411327762303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287836583101207,0,0,0,0,0,0,0.0297121634168988,0,0,0,0,0,0,0,0,0,0.10213556174559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275766016713092,0,0,0.0129990714948932,0,0,0,0.355617455896007,0,0,0,0.0557103064066852
FL.CON1062.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00677200902934537,0,0,0,0,0,0,0,0,0,0,0,0,0.100451467268623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542889390519187,0,0,0.0677200902934537,0,0,0,0.090293453724605,0,0,0,0.191873589164786
FL.CON1063.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207920792079208,0,0,0,0,0,0,0.133663366336634,0,0,0,0.658415841584158
FL.CON1064.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0.0284730913642053,0.12171464330413,0,0,0,0,0,0.263767209011264,0,0,0,0,0.00344180225281602,0.0090738423028786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406758448060075,0,0,0,0,0,0,0,0.00156445556946183,0,0,0,9.3867334167709e-4,0,0,0,0,0.0219023779724656,0,0,0,0,0,0,0,0.00344180225281602,0,0,0,0,0,0,0,0.0240926157697121,0,0.187108886107635,0,0,0.153316645807259,0,0,0,0,0,0,0,0.140488110137672
FL.CON1065.BAL.FlushControl,Negative,MSQ139,Negative,0,0.0170802449242668,0,0,0,0.0757331614566548,0.0122462133419272,0,0,0.0183693200128908,0,0.043506284241057,0.00837898807605543,0,0,0,0,0,0,0.00354495649371576,0,0,0,0,0,0,0.058975185304544,0,0,0.0267483080889462,0,0,0,0,0.0209474701901386,0,0,0,0,0,0,0.00322268772155978,0,0,0,0.0383499838865614,0,0,0,0,0,0.0248146954560103,0,0,0.0161134386077989,0,0.0312600708991299,0,0,0,0,0,0,0,0,0,0,0,0,0.127940702545923,0,0,0.0750886239123429,0.029970995810506,0,0.0522075410892684,0.0029004189494038,0,0,0,0.312600708991299
FL.CON1066.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.0342163355408389,0,0,0,0,0,0.135761589403974,0,0.00772626931567329,0,0,0,0.0121412803532009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0,0,0,0.116997792494481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191501103752759,0,0,0.178807947019868,0,0,0,0,0,0.010485651214128,0,0.310154525386313
FL.CON1068.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.0584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101364522417154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300194931773879,0,0,0,0,0,0,0,0,0,0,0.539961013645224
FL.CON1069.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.278086763070078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100111234705228,0,0,0,0,0,0,0,0,0,0,0,0.00444938820912125,0,0,0,0,0,0,0,0,0,0,0,0.0361512791991101,0,0,0,0,0.0600667408231368,0,0,0,0,0,0,0,0,0,0,0,0,0.325917686318131,0,0,0.0200222469410456,0,0,0,0.0589543937708565,0,0,0,0.206340378197998
FL.CON1070.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.032258064516129,0,0,0,0,0,0.108550947260625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128008192524322,0,0,0,0,0,0,0,0,0,0,0,0.00204813108038914,0,0,0,0,0.185355862775218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176651305683564,0,0,0.0368663594470046,0,0,0,0.0317460317460317,0,0,0,0.298515104966718
FL.CON1071.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673400673400673,0,0.0723905723905724,0,0,0,0,0,0,0,0,0,0,0.116161616161616,0,0,0,0,0,0,0,0,0,0,0,0,0.419191919191919,0,0,0,0,0,0,0,0,0,0,0.385521885521886
FL.CON1072.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.198007471980075,0,0,0,0.0523038605230386,0,0.104607721046077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186799501867995,0,0,0.0112079701120797,0,0,0,0,0,0,0,0.39227895392279
FL.CON1073.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154131847725163,0,0,0,0,0,0,0,0.0454967502321263,0,0,0,0,0,0,0,0.0157845868152275,0,0,0,0,0,0,0,0,0,0.0566388115134633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424326833797586,0,0,0.0696378830083565,0,0,0,0.133704735376045,0,0,0,0.100278551532033
FL.CON1074.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542483660130719,0,0,0,0,0,0,0,0,0,0,0.457516339869281
FL.CON1076.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253623188405797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288405797101449,0,0,0.0246376811594203,0,0,0,0.0130434782608696,0,0,0,0.555072463768116
FL.POST.01.004.BAL.FlushControl,Negative,MSQ139,Negative,0,0.0183212611844908,0,0,0,0.0345121431614827,0,0,0,0,0,0,0,0.0247123988069876,0,0,0,0,0,0,0,0,0,0,0,0.0489987217724755,0,0,0,0,0,0,0,0,0.00596506178099702,0,0,0,0,0,0,0,0,0,0,0.272688538559864,0.0472944184064764,0,0,0,0,0.0183212611844908,0,0,0,0,0.0434597358329783,0,0,0,0.00596506178099702,0,0,0,0,0,0,0,0,0.115040477204942,0,0,0.0524073285044738,0,0,0,0,0,0,0,0.312313591819344
FL.POST.01.005.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.248392036753446,0.0217457886676876,0,0.00183767228177642,0,0,0.202450229709035,0,0,0,0,0,0,0,0,0.0128637059724349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523736600306279,0.00459418070444104,0.0107197549770291,0,0,0,0,0,0,0,0,0.0529862174578867,0.00153139356814701,0,0,0,0,0.0701378254211332,0,0,0,0,0.0667687595712098,0,0,0,0,0,0,0.0294027565084227,0,0,0,0,0,0.0845329249617152,0,0,0.0346094946401225,0,0,0,0,0,0,0,0.105053598774885
FL.POST.01.006.BAL.FlushControl,Negative,MSQ139,Negative,0,0.0491266375545851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283842794759825,0,0,0,0,0,0,0,0,0,0,0,0.00436681222707424,0,0,0,0,0.101528384279476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311135371179039,0,0,0.0240174672489083,0,0,0,0,0,0,0,0.481441048034934
FL.POST.01.007.BAL.FlushControl,Negative,MSQ139,Negative,0.0162192393736018,0,0,0,0,0.00950782997762863,0,0,0,0,0,0,0,0.0206935123042506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00559284116331096,0,0.0162192393736018,0.0564876957494407,0,0,0,0,0.128076062639821,0,0,0,0.0195749440715884,0,0,0,0,0,0,0,0,0.0453020134228188,0,0.0184563758389262,0.0134228187919463,0,0,0,0.00503355704697987,0,0,0,0.645413870246085
FL.POST.01.010.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481730769230769,0,0,0.229807692307692,0,0,0,0,0,0,0,0.270192307692308
FL.POST.01.011.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0.0215350635008283,0.0364439536167863,0,0,0.00662617338487024,0,0,0.0496963003865268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225289895085588,0,0,0,0.0171176145775814,0,0,0,0,0,0,0,0,0,0,0,0,0.0138045278851463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208724461623412,0,0,0.0430701270016565,0,0,0,0,0,0,0,0.377691882937604
FL.POST.01.013.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.0265734265734266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388811188811189,0,0,0,0,0,0,0.20979020979021,0,0,0,0.374825174825175
FL.POST.02.002.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.029045643153527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612033195020747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398340248962656,0,0,0,0,0,0,0,0,0,0,0.511410788381743
FL.POST.02.003.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0.0533707865168539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156500802568218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146468699839486,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0.00521669341894061,0,0.419341894060995,0,0,0.0453451043338684,0,0,0,0.0385232744783307,0,0,0,0.273274478330658
FL.POST.02.004.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110978520286396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638424821002387,0,0.022673031026253,0,0,0.094272076372315,0,0,0,0,0,0,0,0,0,0,0,0,0.316825775656325,0,0,0,0,0,0,0.0686157517899761,0,0,0,0.322792362768496
FL.POST.02.005.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0.0480072463768116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247282608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23731884057971,0,0,0.0932971014492754,0,0,0,0.00634057971014493,0,0,0,0.367753623188406
FL.POST.02.006.BAL.FlushControl,Negative,MSQ139,Negative,0,0.109615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288461538461538,0,0,0.0451923076923077,0,0,0,0,0,0,0,0.275961538461538
FL.POST.02.007.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.0205819730305181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112136266855926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589070262597587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063875088715401,0,0.437899219304471,0,0,0.0241305890702626,0,0,0,0.0440028388928318,0,0,0,0.295954577714691
FL.POST.02.008.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143360752056404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267920094007051,0,0,0,0,0,0,0.00176263219741481,0,0,0,0.58695652173913
FL.POST.02.009.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.0434782608695652,0.0528559249786871,0,0,0,0,0.0537084398976982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571184995737425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296675191815857,0,0,0,0,0,0,0.0375106564364876,0,0,0,0.458653026427962
FL.POST.02.010.BAL.FlushControl,Negative,MSQ139,Negative,0,0.0478806907378336,0,0,0,0.0180533751962323,0,0.00784929356357928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110675039246468,0,0,0,0,0.0125588697017268,0,0,0,0,0,0,0,0,0,0,0,0,0.56043956043956,0,0,0,0,0,0,0,0,0,0,0.2425431711146
FL.POST.02.011.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308270676691729,0,0,0,0,0,0,0.0300751879699248,0,0,0,0.661654135338346
FL.POST.02.012.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0.0570175438596491,0,0,0,0,0,0.150877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280701754385965,0,0,0,0,0.0859649122807018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103508771929825,0,0,0.152631578947368,0,0,0,0,0,0,0,0.332456140350877
FL.POST.02.013.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24949083503055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309572301425662,0,0,0,0.0183299389002037,0,0,0.044806517311609,0,0,0,0.377800407331976
FL.POST.03.002.BAL.FlushControl,Negative,MSQ139,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110775427995972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364551863041289,0,0,0.0916414904330312,0,0,0,0,0,0,0,0.433031218529708
